cats	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_eng	nt_idn	nt_pos	nt_comment	nt_pc	Concepticon_Gloss	Concepticon_ID	concept_url
the Seumalur 1912 list	200	akos	NA	ziek zijn	to be ill	merasa sakit	175	180	-	FALSE									SICK	1847	https://concepticon.clld.org/parameters/1847
the Seumalur 1912 list	202	marì'in toeboe	NA	gezond	healthy	sehat	731	749	167	FALSE									HEALTHY	1364	https://concepticon.clld.org/parameters/1364
the Seumalur 1912 list	203	avaleu	NA	steenpuist	boil	bisul	180	184	168	FALSE									BOIL (OF SKIN)	793	https://concepticon.clld.org/parameters/793
the Seumalur 1912 list	205	marapun	20	koorts	fever	demam (k.b.)	181	185	-	FALSE			marapun manas	ague					FEVER	1534	https://concepticon.clld.org/parameters/1534
the Seumalur 1912 list	207	akos bìsil	NA	buikpijn	stomach ache	sakit perut	182	186	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	209	mêntaitai dala	NA	buikloop	diarrhoea	menceret (k.b.)	183	187	-	FALSE									DIARRHEA	1177	https://concepticon.clld.org/parameters/1177
the Seumalur 1912 list	210	katombo'àn	NA	pokken	small pox	cacar	184	188	172	FALSE									SMALLPOX	1054	https://concepticon.clld.org/parameters/1054
the Seumalur 1912 list	211	sima'oem	NA	mazelen	measles	campak	185	189	-	FALSE									MEASLES	3389	https://concepticon.clld.org/parameters/3389
the Seumalur 1912 list	214	tai ihun	NA	uitslag	eruption (of rash)	ruam	186	190	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	217	koeròp	NA	schurft	scabies	kudis	-	-	177	FALSE									SCABIES	3172	https://concepticon.clld.org/parameters/3172
the Seumalur 1912 list	219	akos oeloe	NA	hoofdpijn	headache	sakit kepala, pusing	187	191	-	FALSE									HEADACHE	3625	https://concepticon.clld.org/parameters/3625
the Seumalur 1912 list	220	akos sot	NA	rheumatiek	rheumatism	sengal, encok	188	192	179	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	222	akos totoh	NA	verkoudheid	a cold	selesma	189	193	-	FALSE									COMMON COLD (DISEASE)	102	https://concepticon.clld.org/parameters/102
the Seumalur 1912 list	223	moreu	NA	slapen van de ledematen, slaap (mierenkriewel)	gone to sleep (limbs)	kesemutan	191	195	181	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	224	mahei'èl	NA	kramp	cramp	kejang	190	194	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	225	atahoet	NA	verlamd	paralysed	lumpuh	192	196	182	FALSE									DISABLED PERSON	3621	https://concepticon.clld.org/parameters/3621
the Seumalur 1912 list	227	badoerai/kaloewàn linggi'in	NA	stom	mute	bisu	193	197	184	FALSE									MUTE PERSON	2320	https://concepticon.clld.org/parameters/2320
the Seumalur 1912 list	228	mèngèl	NA	doof	deaf	tuli	194	198	185	FALSE									DEAF PERSON	458	https://concepticon.clld.org/parameters/458
the Seumalur 1912 list	229	aboeta	NA	blind	blind	buta	195	199	186	FALSE									BLIND	1653	https://concepticon.clld.org/parameters/1653
the Seumalur 1912 list	231	mahé'è	NA	scheel	squinting	juling	196	200	188	FALSE									SQUINT-EYED	87	https://concepticon.clld.org/parameters/87
the Seumalur 1912 list	232	ngàng mata'oe ma' onì'àn	NA	genezen	cured	sembuh	197	201	189	FALSE									CURE	499	https://concepticon.clld.org/parameters/499
the Seumalur 1912 list	234	don	NA	geneesmiddel (met toverkracht)	medicine (with magic power)	obat (dari dukun)	199	202	-	FALSE									MAGIC	392	https://concepticon.clld.org/parameters/392
the Seumalur 1912 list	235	bìdàn	NA	dokter (dukun)	doctor (medicine man)	dokter (dukun)	200	203	-	FALSE									SHAMAN (FOLK HEALER)	394	https://concepticon.clld.org/parameters/394
the Seumalur 1912 list	236	ata	NA	mens (in de zin van mensdom)	man, mankind	manusia	1	1	-	FALSE									PERSON	683	https://concepticon.clld.org/parameters/683
the Seumalur 1912 list	237	ata	NA	mens (in de zin van de mensen werden gedood)	people	orang	2	2	-	FALSE									PEOPLE	789	https://concepticon.clld.org/parameters/789
the Seumalur 1912 list	238	ata	NA	mens (in de zin van de mensen v. het gebergte zijn onze vijanden)	people	orang	3	3	-	FALSE									PEOPLE	789	https://concepticon.clld.org/parameters/789
the Seumalur 1912 list	239	kahànei	21	naam	name	nama	113	114	192	TRUE			kahànei				Lakun (L)		NAME	1405	https://concepticon.clld.org/parameters/1405
the Seumalur 1912 list	239	teuhni	21	naam	name	nama	113	114	192	TRUE			teuhni				East <?> Seumalur (OS)		NAME	1405	https://concepticon.clld.org/parameters/1405
the Seumalur 1912 list	240	kahànai nívotàng	NA	bijnaam	nickname	julukan	114	115	-	FALSE									NAME	1405	https://concepticon.clld.org/parameters/1405
the Seumalur 1912 list	241	sílai	NA	man	man	orang laki-laki	75	77	193	TRUE									MALE PERSON	2106	https://concepticon.clld.org/parameters/2106
the Seumalur 1912 list	242	silavai	NA	vrouw	woman	orang perempuan	76	78	194	TRUE									WOMAN	962	https://concepticon.clld.org/parameters/962
the Seumalur 1912 list	243/244	sílai	22	mannelijk <unsp.>	male (human) [ID_243]; male (animal) [ID_244]	laki-laki [ID_243]; jantan [ID_244]	110	111	195	FALSE			sílai				always ‟sílai”		MALE	1553	https://concepticon.clld.org/parameters/1553
the Seumalur 1912 list	243/244	manoh singèl	22	mannelijk <unsp.>	male (human) [ID_243]; male (animal) [ID_244]	laki-laki [ID_243]; jantan [ID_244]	110	111	195	FALSE			manoh singèl	rooster			the exception		MALE	1553	https://concepticon.clld.org/parameters/1553
the Seumalur 1912 list	245/246	sílavai	23	vrouwelijk <unsp.>	female (human) [ID_245]; female (animal) [ID_246]	perempuan [ID_245]; betina [ID_246]	112	113	196	FALSE			sílavai				Lakun (L)		FEMALE	1551	https://concepticon.clld.org/parameters/1551
the Seumalur 1912 list	245/246	salafaj	23	vrouwelijk <unsp.>	female (human) [ID_245]; female (animal) [ID_246]	perempuan [ID_245]; betina [ID_246]	112	113	196	FALSE			salafaj				East <?> Seumalur (OS)		FEMALE	1551	https://concepticon.clld.org/parameters/1551
the Seumalur 1912 list	248/249	anàk gade	NA	maagd, maagdom <unsp.>	virgin [ID_248]; virginity [ID_249]	gadis [ID_248]; perawan, kegadisan [ID_249]	77	79	-	FALSE									NA	NA	NA
the Seumalur 1912 list	250	anàk sílai	NA	jongen	boy, lad	anak laki-laki	78	80	-	FALSE									BOY OR SON	2391	https://concepticon.clld.org/parameters/2391
the Seumalur 1912 list	252	anàk sílavai	NA	meisje	girl	gadis	79	81	-	FALSE									GIRL	1646	https://concepticon.clld.org/parameters/1646
the Seumalur 1912 list	255	bàpa	NA	vader	father	ayah	80	82	201	TRUE									FATHER	1217	https://concepticon.clld.org/parameters/1217
the Seumalur 1912 list	256	màmà-oe	NA	moeder	mother	ibu	81	83	202	TRUE									MOTHER	1216	https://concepticon.clld.org/parameters/1216
the Seumalur 1912 list	257/258	anàk	NA	kind <unsp.>	oldest child [ID_257]; youngest child [ID_258]	anak sulung [ID_257]; anak bungsu [ID_258]	82	84	203	TRUE									CHILD	2099	https://concepticon.clld.org/parameters/2099
the Seumalur 1912 list	261	sítotoh	NA	zoon	son	anak laki-laki	83	85	-	FALSE									SON	1620	https://concepticon.clld.org/parameters/1620
the Seumalur 1912 list	262	sí avai	NA	dochter	daughter	anak perempuan	84	86	-	FALSE									DAUGHTER	1357	https://concepticon.clld.org/parameters/1357
the Seumalur 1912 list	263	nènèh oe	NA	grootvader	grandfather	nenek laki-laki (kakek)	85	87	207	FALSE									GRANDFATHER	1383	https://concepticon.clld.org/parameters/1383
the Seumalur 1912 list	264	nènèh oe sílavai	24	grootmoeder	grandmother	nenek perempuan (nenek)	89	90	208	FALSE			hitoeng		perempuan				GRANDMOTHER	1496	https://concepticon.clld.org/parameters/1496
the Seumalur 1912 list	264	nènèh oe sílavai	24	grootmoeder	grandmother	nenek perempuan (nenek)	89	90	208	FALSE			pàpa		laki²				GRANDMOTHER	1496	https://concepticon.clld.org/parameters/1496
the Seumalur 1912 list	266	pòpo	NA	overgrootouders	great-grandparents	moyang	86	88	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	267	ata semonan	NA	voorouders	ancestors	leluhur, nenek moyang	88	89	-	FALSE									ANCESTORS	1669	https://concepticon.clld.org/parameters/1669
the Seumalur 1912 list	268	soedaro	NA	broeder	brother	saudara laki-laki	90	91	-	TRUE									BROTHER	1262	https://concepticon.clld.org/parameters/1262
the Seumalur 1912 list	269	soedaro	NA	zuster	sister	saudara perempuan	91	92	-	TRUE									SISTER	1263	https://concepticon.clld.org/parameters/1263
the Seumalur 1912 list	270	kaka oe sílaí	NA	oudere broeder	older brother	kakak laki-laki (kandung)	92	93	209	FALSE									OLDER BROTHER	1759	https://concepticon.clld.org/parameters/1759
the Seumalur 1912 list	271	kaka oe sílavaí	NA	oudere zuster	older sister	kakak perempuan (kandung)	92	93	209	FALSE									OLDER SISTER	1758	https://concepticon.clld.org/parameters/1758
the Seumalur 1912 list	272	aging oe sílai	NA	jongere broeder	younger brother	adik laki-laki (kandung)	93	94	210	FALSE									YOUNGER BROTHER	1760	https://concepticon.clld.org/parameters/1760
the Seumalur 1912 list	273	aging oe sílavai	NA	jongere zuster	younger sister	adik perempuan (kandung)	93	94	210	FALSE									YOUNGER SISTER	1761	https://concepticon.clld.org/parameters/1761
the Seumalur 1912 list	274	moemboe	NA	kleinkind	grandchild	cucu	94	95	211	FALSE									GRANDCHILD	1617	https://concepticon.clld.org/parameters/1617
the Seumalur 1912 list	275	pantjoe	25	oom <FB>	uncle FB	paman FB	95	96	212	FALSE				elder					PATERNAL UNCLE (FATHER'S BROTHER)	1985	https://concepticon.clld.org/parameters/1985
the Seumalur 1912 list	276	iboe oe	26	oom <MB>	uncle MB	paman MB	95	96	212	FALSE				younger					MATERNAL UNCLE (MOTHER'S BROTHER)	2692	https://concepticon.clld.org/parameters/2692
the Seumalur 1912 list	277/279	pantjoe	NA	oom <unsp.>	uncle FBo [ID_277]; uncle MBo [ID_279]	paman FBo [ID_277]; paman MBo [ID_279]	96	97	-	FALSE									NA	NA	NA
the Seumalur 1912 list	278/280	iboe oe	NA	oom <unsp.>	uncle FBy [ID_278]; uncle MBy [ID_280]	paman FBy [ID_278]; paman MBy [ID_280]	96	97	-	FALSE									NA	NA	NA
the Seumalur 1912 list	281-286	toeroo' oe mantja	NA	tante <unsp.>	aunt FZ [ID_281]; aunt MZ [ID_282]; aunt FZo [ID_283]; aunt FZy [ID_284]; aunt MZo [ID_285]; aunt MZy [ID_286]	bibi FZ [ID_281]; bibi MZ [ID_282]; bibi FZo [ID_283]; bibi FZy [ID_284]; bibi MZo [ID_285]; bibi MZy [ID_286]	97	98	-	FALSE									NA	NA	NA
the Seumalur 1912 list	287-290	anàk mana'àn sílai	NA	neef <unsp.>	nephew BoS [ID_287]; nephew ByS [ID_288]; nephew ZoS [ID_289]; nephew ZyS [ID_290]	kemenakan (laki-laki) BoS [ID_287]; kemenakan (laki-laki) ByS [ID_288]; kemenakan laki-laki ZoS [ID_289]; kemenakan laki-laki ZyS [ID_290]	98	99	215	FALSE									NA	NA	NA
the Seumalur 1912 list	291-294	anàk mana'àn sílai	NA	nicht <unsp.>	niece BoD [ID_291]; niece ByD [ID_292]; niece ZoD [ID_293]; niece ZyD [ID_294]	kemenakan perempuan BoD [ID_291]; kemenakan perempuan ByD [ID_292]; kemenakan perempuan ZoD [ID_293]; kemenakan perempuan ZyD [ID_294]	99	100	215	FALSE									NA	NA	NA
the Seumalur 1912 list	297/298	simàntjong oe sílai	NA	schoonouders wederzijdse ouders der gehuwden <unsp.>	parents-in-law [ID_297]; respective parents of the married couple [ID_298]	mertua [ID_297]; besan [ID_298]	-	100a	-	FALSE									NA	NA	NA
the Seumalur 1912 list	297/298	simàntjong oe silavai	NA	schoonouders wederzijdse ouders der gehuwden <unsp.>	parents-in-law [ID_297]; respective parents of the married couple [ID_298]	mertua [ID_297]; besan [ID_298]	-	100a	-	FALSE									NA	NA	NA
the Seumalur 1912 list	299	amèn oe sílai	NA	schoonzoon	son-in-law	menantu laki-laki	100	101	-	FALSE									SON-IN-LAW	1056	https://concepticon.clld.org/parameters/1056
the Seumalur 1912 list	300	amèn oe sílavai	NA	schoondochter	daughter-in-law	menantu perempuan	101	102	-	FALSE									DAUGHTER-IN-LAW	1057	https://concepticon.clld.org/parameters/1057
the Seumalur 1912 list	302	anàk oetiri silai	NA	stiefzoon	stepson	anak tiri laki-laki	102	103	-	FALSE									STEPSON	1059	https://concepticon.clld.org/parameters/1059
the Seumalur 1912 list	303	anak oetírí sílavai	NA	stiefdochter	stepdaughter	anak tiri perempuan	102	103	-	FALSE									STEPDAUGHTER	1058	https://concepticon.clld.org/parameters/1058
the Seumalur 1912 list	304	li'ang oe oetírí	NA	stiefouders	stepparents	ayah dan ibu tiri	103	104	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	305	anàk oetirí	NA	aangenomen kind	adopted child	anak pungut ; anak angkat	104	105	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	306-309	la'oenoe silai	NA	zwager <unsp.>	brother-in-law WB [ID_306]; brother-in-law HB [ID_307]; brother-in-law WZH [ID_308]; brother-in-law HZH [ID_309]	ipar laki-laki WB [ID_306]; ipar laki-laki HB [ID_307]; biras laki-laki WZH [ID_308]; biras laki-laki HZH [ID_309]	105	106	219	FALSE									NA	NA	NA
the Seumalur 1912 list	310	la'oenoe sílai	NA	schoonbroer	brother-in-law	ipar laki-laki	106	107	-	FALSE									BROTHER-IN-LAW	2314	https://concepticon.clld.org/parameters/2314
the Seumalur 1912 list	311-314	la'oenoe sílavai	NA	schoonzuster <unsp.>	sister-in-law HZ [ID_311]; sister-in-law WZ [ID_312]; sister-in-law HBW [ID_313]; sister-in-law WBW [ID_314]	ipar perempuan HZ [ID_311]; ipar perempuan WZ [ID_312]; biras perempuan HBW [ID_313]; biras perempuan WBW [ID_314]	106	107	220	FALSE									NA	NA	NA
the Seumalur 1912 list	315	akrab	NA	verwant	related	keluarga	107	108	221	FALSE									FAMILY	194	https://concepticon.clld.org/parameters/194
the Seumalur 1912 list	316	abaāt	NA	niet verwant	unrelated	bukan keluarga	108	109	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	317	la'ing	27	man (echtgenoot)	husband	suami	109	110	222	TRUE			la'ing				Lakun (L)		HUSBAND	1200	https://concepticon.clld.org/parameters/1200
the Seumalur 1912 list	317	doengnagoe	27	man (echtgenoot)	husband	suami	109	110	222	TRUE			doengnagoe				East <?> Seumalur (OS)		HUSBAND	1200	https://concepticon.clld.org/parameters/1200
the Seumalur 1912 list	318	lavèng	NA	vrouw (echtgenote)	wife	istri	111	112	223	TRUE									WIFE	1199	https://concepticon.clld.org/parameters/1199
the Seumalur 1912 list	320	sahabàt	NA	metgezel, vriend	comrade, friend	sekutu, teman	-	577	-	FALSE									FRIEND	1325	https://concepticon.clld.org/parameters/1325
the Seumalur 1912 list	320	alè alèngoe	NA	metgezel, vriend	comrade, friend	sekutu, teman	-	577	-	FALSE									FRIEND	1325	https://concepticon.clld.org/parameters/1325
the Seumalur 1912 list	324	mênsíboeha	NA	gast, vreemdeling	guest, stranger	tamu, orang asing	-	689	-	FALSE									GUEST OR STRANGER	2908	https://concepticon.clld.org/parameters/2908
the Seumalur 1912 list	326	làntja	NA	land (staat)	country	negara	585	597	-	FALSE									COUNTRY	1300	https://concepticon.clld.org/parameters/1300
the Seumalur 1912 list	327	koetà	NA	stad (of hoofdplaats)	town (capital)	kota (ibu kota)	587	599	-	FALSE									TOWN	1391	https://concepticon.clld.org/parameters/1391
the Seumalur 1912 list	329	gampong	NA	bijdorp (gehucht)	hamlet	dukuh	589	600	228	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	330	maléko	NA	volk (volksstam)	people (tribe)	rakyat, bangsa (suku bangsa)	586	598	229	FALSE									TRIBE	1549	https://concepticon.clld.org/parameters/1549
the Seumalur 1912 list	332	metoehah	NA	talisman	talisman	jimat	202	205	-	FALSE									MAGIC	392	https://concepticon.clld.org/parameters/392
the Seumalur 1912 list	338	binoechah	28	voorteken	omen	pertanda	208	211	-	FALSE			pertandakan				Malay		OMEN	107	https://concepticon.clld.org/parameters/107
the Seumalur 1912 list	339	setan	NA	spook	ghost	setan	209	212	-	FALSE									GHOST	1175	https://concepticon.clld.org/parameters/1175
the Seumalur 1912 list	340	setan mo'mien	NA	goede geest	spirit	ruh baik	212	215	-	FALSE									SPIRIT	53	https://concepticon.clld.org/parameters/53
the Seumalur 1912 list	341	mod	29	kwade geest	evil spirit	ruh jahat	207/213	210	-	FALSE			Soman²	has the shape of human being, is hump backed, has no eyelashes					DEMON	1973	https://concepticon.clld.org/parameters/1973
the Seumalur 1912 list	341	mod	29	kwade geest	evil spirit	ruh jahat	207/213	210	-	FALSE			emod	is invisible but can be heard, has a voice like native of the area					DEMON	1973	https://concepticon.clld.org/parameters/1973
the Seumalur 1912 list	343/344	ènènnawa	NA	ziel, geest (v.e. levende, v.e. dode) <unsp.>	soul, spirit [ID_343]; soul, ghost [ID_344]	jiwa, nyawa, ruh [ID_343]; ruh orang mati [ID_344]	214	217	231	FALSE									NA	NA	NA
the Seumalur 1912 list	345	mohamàt	NA	opperwezen	the supreme being	yang maha kuasa	215	218	-	FALSE									DEITY	3231	https://concepticon.clld.org/parameters/3231
the Seumalur 1912 list	347	maneumbah	NA	aanbidden	to worship	menyembah	217	219	-	FALSE									WORSHIP	257	https://concepticon.clld.org/parameters/257
the Seumalur 1912 list	351	majoeri	30	schrift	writing	tulisan	218	220	-	FALSE							i as in <Dutch> 'rif'		NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	352	sara	NA	letter	letter	huruf	219	221	-	FALSE									LETTER	1612	https://concepticon.clld.org/parameters/1612
the Seumalur 1912 list	353	keratàs	NA	papier	paper	kertas	220	222	-	FALSE									PAPER	648	https://concepticon.clld.org/parameters/648
the Seumalur 1912 list	354	soeràt	NA	brief	letter	surat	223	224	-	FALSE									LETTER	1612	https://concepticon.clld.org/parameters/1612
the Seumalur 1912 list	355	soeràt boekoe	NA	boek (in alg.zin)	book	buku	221	223	-	FALSE									BOOK	963	https://concepticon.clld.org/parameters/963
the Seumalur 1912 list	356	inafi	NA	verhaal	story	cerita	224	225	236	FALSE									STORY	2060	https://concepticon.clld.org/parameters/2060
the Seumalur 1912 list	359	nandong²	NA	zangwijs	tune, melody	nyanyian	227	228	-	FALSE									SONG	1096	https://concepticon.clld.org/parameters/1096
the Seumalur 1912 list	362	lepol	NA	onderwereld of ander zielenland	underworld	dunia orang mati	230	229	232	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	364	lingkol	NA	bovenwereld	the upper world	dunia atas ; kayangan	231	230	-	FALSE									HEAVEN	1565	https://concepticon.clld.org/parameters/1565
the Seumalur 1912 list	365	saul ìsì	NA	bevolking	population	penduduk	233	231	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	366	orip	NA	leven hiernamaals	the afterlife	kehidupan setelah mati	234	232	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	367	maraīn	NA	deugd (goed zijn)	virtue	kebajikan	235	233	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
